employee_name,user_id,O,C,E,A,N,mapped_id,night_logons,total_email_size,usb_count
Guy Tad Daniel,GTD0898,23,23,39,15,29,SVM0077,0.0,0.0,0.0
Calvin Jarrod Hood,CJH0702,46,24,30,25,37,RJM3227,0.0,0.0,0.0
Desirae Mari Koch,DMK0257,33,20,26,26,30,TSB0437,0.0,30339212.0,0.0
Willow Iliana Quinn,WIQ0567,25,41,10,47,39,JRL2365,0.0,0.0,0.0
Peter Tad Hartman,PTH0830,43,44,42,43,34,KRV0372,0.0,111227957.0,0.0
Nicholas Cade Owen,NCO0666,40,45,10,12,31,SOM2865,0.0,0.0,125.0
Maxwell Hammett Green,MHG0733,43,30,24,42,29,WVC3623,0.0,0.0,0.0
Robert Ali Webb,RAW0915,43,50,21,43,24,TJD0106,0.0,0.0,183.0
Hillary Ainsley Mccormick,HAM0985,20,17,29,16,20,RJS0846,0.0,0.0,0.0
Serina Ariana Butler,SAB0781,36,35,24,30,28,RDA3381,0.0,0.0,391.0
Ira Benjamin Mays,IBM0671,50,46,38,35,31,EJW0884,0.0,30037332.0,0.0
Yasir Dexter Nelson,YDN0198,45,50,41,11,24,RVV0317,0.0,0.0,169.0
Grace Alma Fry,GAF0060,41,16,39,25,22,MDG2418,71.0,0.0,0.0
Alec Mannix Mcneil,AMM0014,48,38,15,44,36,FFC0891,0.0,16630492.0,0.0
Aquila Mark Vega,AMV0036,43,36,42,37,26,ZJS2648,29.0,0.0,0.0
Merritt Oliver Phelps,MOP0763,43,41,22,20,33,HCR3675,0.0,0.0,0.0
Callum Brendan Gonzalez,CBG0490,50,31,35,10,29,NLN0673,0.0,0.0,0.0
Cameron Noel Elliott,CNE0352,39,22,44,15,30,NBH0256,0.0,89820574.0,0.0
Gil Quincy Potter,GQP0743,47,39,19,39,25,JKH3673,0.0,0.0,0.0
Philip Travis Hartman,PTH0552,20,13,32,20,28,QFP3467,0.0,0.0,3067.0
Garrison Levi Rollins,GLR0975,33,44,26,24,24,GJG1087,0.0,0.0,0.0
Gareth Thomas Dickson,GTD0219,40,40,19,30,33,JMG3704,0.0,0.0,0.0
Blossom Keiko Weiss,BKW0374,41,38,17,46,27,SJS0323,0.0,0.0,0.0
Constance Audrey Hicks,CAH0936,40,22,39,50,24,SHW0578,0.0,9716968.0,0.0
Althea Ina Palmer,AIP0982,43,20,43,41,33,BKR3146,0.0,0.0,0.0
Kennedy Robert Vega,KRV0372,40,39,25,35,32,LHN0151,0.0,50135342.0,0.0
Ivor Amir Tucker,IAT0263,28,23,30,30,27,CLS3806,0.0,0.0,0.0
Jocelyn Brenna Daniels,JBD0616,40,21,25,37,27,CWC0490,0.0,0.0,0.0
Roary Ursa Massey,RUM0880,40,37,17,38,26,NBL0182,0.0,0.0,0.0
Declan Gareth Mclaughlin,DGM0754,42,18,42,24,24,JBM0350,0.0,142871323.0,0.0
Savannah Marcia Yang,SMY0792,43,37,39,42,25,KBP2753,0.0,0.0,0.0
Harrison Oscar Burke,HOB0994,38,39,15,43,33,DRK3644,0.0,0.0,0.0
Donovan Garth Nieves,DGN0480,21,25,44,20,31,SJD3032,0.0,0.0,0.0
Kirk Jakeem Joyce,KJJ0293,41,42,23,39,33,DAG0558,0.0,89251538.0,0.0
Justin Xerxes Hansen,JXH0493,36,32,23,15,31,RCJ0557,0.0,0.0,0.0
Peter Gil Harrington,PGH0184,30,35,33,22,25,KAD0884,0.0,0.0,0.0
Josiah Preston Wall,JPW0741,40,38,44,30,33,ROH3778,0.0,0.0,0.0
Nichole Melodie Gilbert,NMG0766,16,23,42,40,31,RTS2009,0.0,0.0,171.0
Heidi Mia Wilson,HMW0713,38,24,40,36,28,TVS0520,0.0,0.0,3077.0
Malik Adrian Hebert,MAH0864,30,46,25,20,25,WDD0499,0.0,0.0,0.0
Quentin Nolan Fitzpatrick,QNF0205,35,41,22,21,29,SBG3983,49.0,0.0,0.0
Keane Kennan Watts,KKW0879,36,42,21,31,27,ESH2077,0.0,0.0,129.0
Thaddeus Emery Martin,TEM0093,28,24,45,14,30,SZB0321,0.0,0.0,0.0
Reuben Victor Freeman,RVF0201,36,32,38,29,28,EHD1744,0.0,0.0,114.0
Tobias Martin Ashley,TMA0069,33,38,42,14,33,COD2351,0.0,0.0,0.0
Vernon Finn Mcgee,VFM0814,46,45,44,19,28,STC2042,0.0,0.0,0.0
Salvador Byron Norton,SBN0866,41,34,41,24,22,DMB1429,0.0,0.0,1056.0
Zenaida Justine England,ZJE0857,35,34,36,38,31,CHH3583,0.0,0.0,0.0
Hasad Paki Mcfadden,HPM0986,41,36,38,23,24,CMD0613,0.0,0.0,0.0
Cody Jonathan Potter,CJP0952,45,18,25,18,27,PHB2209,0.0,0.0,0.0
Dante Raja Roberts,DRR0162,45,36,20,36,29,AAD3030,0.0,0.0,0.0
Evelyn Sarah Reilly,ESR0693,35,23,25,21,31,IDL2014,0.0,0.0,0.0
Colt Walter Reynolds,CWR0502,41,49,25,45,27,AHD0848,0.0,11207740.0,0.0
Summer Leilani Boyer,SLB0049,14,27,16,22,20,HNB2571,22.0,0.0,3059.0
Ira Dustin Oneill,IDO0176,34,39,40,24,26,DMC1766,889.0,0.0,0.0
Alfonso Gage Blankenship,AGB0186,18,10,41,15,35,XTB3322,0.0,0.0,0.0
Roary Jane Barrett,RJB0088,20,42,37,45,24,IWR3469,0.0,0.0,0.0
Oren Curran Brady,OCB0805,37,33,42,16,18,HKI0171,0.0,148365869.0,0.0
Elton Tyler Richard,ETR0428,36,21,40,20,20,NHR2050,0.0,0.0,0.0
Ivana Kaitlin Parsons,IKP0472,32,10,37,38,31,SHG1281,0.0,0.0,0.0
Leo Hasad Byrd,LHB0967,37,38,41,47,33,SBT2281,0.0,0.0,0.0
Chester Caldwell Mendoza,CCM0467,43,40,19,26,25,GND1618,0.0,0.0,0.0
Gage Kaden Odonnell,GKO0078,44,46,21,24,29,IOM0542,0.0,0.0,0.0
Garrett Nicholas Solomon,GNS0178,30,17,42,26,33,OJR2085,0.0,0.0,1022.0
Sybill Sage Shaw,SSS0345,40,21,38,16,20,MNP0290,0.0,0.0,0.0
Lane Oleg Mclaughlin,LOM0086,18,10,34,23,33,ACC0042,0.0,110360033.0,0.0
Simone Scarlet Rose,SSR0278,34,32,45,15,24,GKL1516,0.0,0.0,0.0
Adena Lisandra Hardin,ALH0402,43,23,43,46,32,CTJ2794,0.0,0.0,0.0
Anastasia Kylan Kaufman,AKK0329,45,22,25,39,22,JMG3365,0.0,0.0,0.0
Eugenia Whilemina Harrington,EWH0191,33,17,22,23,27,RHB1721,0.0,0.0,0.0
Todd Vance Spears,TVS0050,40,38,18,30,29,MMD2022,0.0,0.0,0.0
Troy Uriah Conway,TUC0632,38,44,10,13,31,TDS0984,0.0,111752304.0,0.0
Sonia Karly Goodwin,SKG0759,22,15,43,41,26,KBC0578,0.0,0.0,0.0
Isabella Marah Graham,IMG0320,37,14,12,24,23,JAA0897,0.0,0.0,0.0
Blair Bruno Grimes,BBG0325,41,50,30,37,40,GNB3337,0.0,0.0,0.0
Chanda Tamekah William,CTW0500,38,36,20,35,35,AMH1481,0.0,0.0,0.0
Sonya Beatrice Nichols,SBN0495,39,22,43,24,21,EPC3889,0.0,0.0,0.0
Emerald Lysandra Hodges,ELH0960,40,43,26,41,22,JEM0546,0.0,0.0,3849.0
Brynn Madeline Sherman,BMS0877,31,50,11,43,33,DNB1999,0.0,0.0,0.0
Thomas Shad Guthrie,TSG0906,41,21,40,28,28,GAC2529,0.0,0.0,0.0
Rebecca Kelsie Daugherty,RKD0604,17,46,36,38,31,GDF3524,0.0,0.0,0.0
Jakeem Magee Knight,JMK0099,40,37,41,41,25,TTL3088,15.0,0.0,137.0
Macon Kyle Pope,MKP0861,36,42,39,34,29,TCH2216,0.0,0.0,712.0
Honorato Ivan Wall,HIW0536,39,50,25,24,20,SST1661,0.0,0.0,399.0
Cherokee Tashya Ramirez,CTR0697,36,15,33,25,34,CVB2703,0.0,0.0,0.0
Blaine Helen Cervantes,BHC0665,14,21,12,12,32,DER0400,0.0,0.0,0.0
Dominic Calvin Hewitt,DCH0843,20,31,11,18,36,SGM2153,0.0,0.0,0.0
Wade Ira Frazier,WIF0691,33,39,37,30,24,KLP3864,74.0,0.0,162.0
Hanae Wendy Meyer,HWM0342,45,44,41,39,34,KAA2259,0.0,0.0,0.0
Mufutau Nehru Contreras,MNC0717,30,37,22,22,34,JZE2902,0.0,0.0,234.0
Abel Reese Boone,ARB0881,38,46,43,10,35,APM0190,0.0,0.0,0.0
Azalia Halee Cantu,AHC0142,34,23,40,15,26,CAS0507,0.0,30541847.0,0.0
Zenia Freya Macias,ZFM0468,35,16,20,45,30,SAR1883,0.0,0.0,0.0
Delilah Iliana Wilkinson,DIW0118,37,17,19,37,26,DTH1333,30.0,0.0,97.0
Upton Sebastian Holt,USH0199,44,39,46,36,25,GBH1126,0.0,0.0,0.0
Mallory Alexis Daniel,MAD0753,50,30,36,41,33,DBH1596,0.0,0.0,384.0
Kim Dara Sullivan,KDS0349,18,23,20,32,29,AFF1492,0.0,0.0,0.0
Laith Jason Britt,LJB0826,38,21,39,15,32,BDM3662,0.0,0.0,0.0
Farrah Kim Keith,FKK0055,46,16,37,16,27,TGP1343,0.0,0.0,3088.0
Tara Alma Potts,TAP0551,25,17,27,20,22,QGS3009,0.0,0.0,0.0
Fletcher Perry Cantu,FPC0954,22,25,50,20,27,FNW3564,0.0,0.0,2124.0
Galena Britanney Merritt,GBM0603,39,42,42,24,37,XHG0902,0.0,30653431.0,0.0
Casey Xerxes Conrad,CXC0336,23,19,34,35,34,DAH3324,0.0,0.0,0.0
Hakeem Mason Mccall,HMM0108,33,41,17,43,25,BUW2717,0.0,0.0,0.0
Fritz Dale Ellison,FDE0117,38,37,32,41,28,GKG3414,0.0,0.0,146.0
Fatima Ulla Mcclure,FUM0015,33,18,18,46,32,LGF1503,0.0,0.0,0.0
Nelle April Bowen,NAB0801,28,34,10,41,29,WAA2573,0.0,0.0,0.0
Geoffrey Jin Tucker,GJT0386,24,13,49,34,26,CMT0267,0.0,0.0,121.0
Kathleen Aline Chan,KAC0124,33,14,30,18,33,BTG3468,0.0,0.0,0.0
Raymond Gray Hyde,RGH0728,19,20,37,18,29,REJ2666,0.0,0.0,3170.0
Charde Cynthia Rasmussen,CCR0863,20,30,37,14,29,TDM3135,0.0,0.0,822.0
Tiger Tucker Dawson,TTD1000,34,34,24,40,29,JDV1245,0.0,0.0,135.0
Oleg Kane Britt,OKB0439,41,42,30,25,27,HKR0628,0.0,149515634.0,0.0
Xander Aaron Acevedo,XAA0104,41,40,14,38,42,JCS0380,0.0,0.0,0.0
Reuben Fulton Pugh,RFP0380,39,39,20,20,32,SST1661,0.0,0.0,399.0
Josiah Thaddeus Stewart,JTS0389,31,36,11,44,32,FGG3666,0.0,0.0,0.0
Cameran Madonna Shepard,CMS0454,43,23,28,15,25,DMK0257,0.0,90266204.0,0.0
Jaden Kylan Buckley,JKB0126,43,24,19,33,28,DFW1467,0.0,0.0,0.0
Lillith Adena Matthews,LAM0911,42,43,27,38,22,FSM0056,0.0,0.0,713.0
Grady Craig Coffey,GCC0744,35,42,15,25,31,KGS3466,0.0,0.0,0.0
Colin Lawrence Holder,CLH0703,48,41,47,28,29,NQO2712,0.0,0.0,3069.0
Keely Mollie Weiss,KMW0545,19,16,18,23,32,DEN0236,0.0,0.0,0.0
Piper Sasha Fuentes,PSF0133,42,40,11,36,33,KVS0425,0.0,89824004.0,0.0
Nathaniel Hunter Heath,NHH0185,41,43,19,21,33,FQL3629,0.0,0.0,0.0
Nehru Cyrus Everett,NCE0097,48,36,20,11,35,LGM2170,0.0,0.0,0.0
Camilla Camille Leach,CCL0068,13,16,23,19,23,KJC1419,0.0,0.0,0.0
Anne Jane Carey,AJC0840,14,24,19,33,37,KCD0181,0.0,0.0,0.0
George Cade Chen,GCC0945,30,39,18,25,27,FDV1224,0.0,0.0,157.0
Noah Andrew Beck,NAB0903,44,30,19,30,37,JFR3527,0.0,0.0,0.0
Alice Orli Stout,AOS0987,16,32,40,30,27,MNS1394,0.0,0.0,0.0
Jana Amanda Dorsey,JAD0609,18,23,26,36,33,RBB0485,0.0,150880703.0,0.0
Alea Maggie Whitfield,AMW0392,47,47,22,44,26,JEM0546,0.0,0.0,3849.0
Fay Ingrid Rodriquez,FIR0920,40,11,44,20,27,FSP0703,0.0,0.0,0.0
Rowan Neve Parks,RNP0211,39,15,25,40,30,SSS3091,0.0,0.0,780.0
Rose Hanae Yates,RHY0079,20,19,14,21,26,TDC3116,0.0,0.0,0.0
Chiquita Linda Stokes,CLS0296,27,16,25,18,33,PMG2513,0.0,0.0,0.0
Julian Samson Allen,JSA0775,50,46,42,19,33,LXE2139,0.0,0.0,130.0
Rina Denise Mcgee,RDM0115,42,17,39,15,30,PID0426,0.0,90061664.0,0.0
Joel Kennan Mccarty,JKM0303,46,10,44,15,35,DMR2518,0.0,0.0,0.0
Irene Jemima Meyers,IJM0139,45,17,15,30,35,MEC0781,0.0,0.0,399.0
September Vielka Livingston,SVL0940,15,42,26,15,34,VKT2228,0.0,0.0,0.0
Lacota Dahlia Good,LDG0459,20,41,10,50,34,ZJA2373,0.0,0.0,0.0
Raymond Otto Bond,ROB0272,39,45,23,41,34,DIW1749,0.0,0.0,0.0
Lamar Nissim Strickland,LNS0989,34,38,45,30,31,HBH2368,0.0,0.0,0.0
Charissa Nyssa Mcgee,CNM0800,32,11,40,38,24,SIJ0661,0.0,142432139.0,0.0
Halla Germaine Nolan,HGN0287,45,30,18,18,27,ALP2955,0.0,0.0,0.0
Kay Maxine Skinner,KMS0657,17,31,21,17,29,CIS3505,0.0,0.0,0.0
Beverly Melissa Garner,BMG0917,43,36,41,23,34,KDT1190,0.0,0.0,0.0
Hollee Vanna Becker,HVB0037,17,42,41,44,26,ESH2077,0.0,0.0,129.0
Phelan Nissim Howell,PNH0761,36,49,27,32,30,ADF0397,0.0,90342888.0,0.0
Jackson Linus Wilkerson,JLW0053,42,41,18,38,31,SJW0184,0.0,0.0,0.0
Justine Nola Adkins,JNA0559,10,10,41,10,31,CAM0102,0.0,91334857.0,0.0
Orla Yolanda Middleton,OYM0026,23,26,18,36,28,JBW2054,0.0,0.0,0.0
Naida Imelda Hughes,NIH0969,43,25,43,22,22,LTF3385,0.0,0.0,0.0
Rogan Chandler Coffey,RCC0617,33,50,13,12,27,AMS0712,0.0,0.0,397.0
Grady Jordan Duran,GJD0298,43,39,12,40,27,KBG2061,0.0,0.0,0.0
Marcia Lillian Lynn,MLL0598,44,17,23,49,29,MML2045,0.0,0.0,0.0
Daria Samantha Mcbride,DSM0591,20,35,18,43,35,SCM0778,0.0,0.0,0.0
Bernard Tobias Landry,BTL0226,36,44,37,38,31,AAV3669,0.0,0.0,0.0
Selma Barbara Nicholson,SBN0971,41,40,17,47,30,KDR3234,91.0,0.0,0.0
Camilla Claire Whitehead,CCW0524,40,25,20,21,25,WYC2416,0.0,0.0,0.0
Ira Wyatt Moss,IWM0816,35,42,50,44,28,JTS2090,0.0,0.0,0.0
John Omar Lancaster,JOL0024,50,40,24,21,29,PJM3025,0.0,0.0,0.0
Ella Nita Lewis,ENL0100,39,18,42,35,21,VTT0385,0.0,88847422.0,0.0
Talon Ian Ware,TIW0299,34,19,19,12,31,DHG1830,0.0,0.0,3086.0
Zachery Samson Kerr,ZSK0258,38,35,21,37,25,SAP0867,0.0,64354340.0,0.0
Chaim Grant Fernandez,CGF0337,32,30,43,15,31,SJB2984,0.0,0.0,0.0
Erich Harding Bryant,EHB0420,45,42,38,17,20,PKH0730,0.0,0.0,0.0
Rhona Germane Nelson,RGN0408,11,21,22,22,32,IRB2456,0.0,0.0,0.0
Frances Hermione Owens,FHO0630,28,44,23,12,26,GMC1209,0.0,0.0,0.0
Jescie Kristen Jenkins,JKJ0698,16,38,16,22,28,JCS2391,0.0,0.0,708.0
Shana Callie Ferguson,SCF0608,35,18,42,42,36,USD0600,0.0,0.0,0.0
Blythe Veda Cooke,BVC0790,24,18,18,36,38,NBD2469,0.0,0.0,0.0
Noel Reagan Foster,NRF0137,10,49,38,17,32,ZJE0857,0.0,161684652.0,0.0
Hashim Damon Dudley,HDD0789,44,39,30,10,29,HLO2756,53.0,0.0,0.0
Irma Eugenia Booker,IEB0153,44,25,39,24,36,RBB0485,0.0,150880703.0,0.0
Idola Carly Haley,ICH0294,32,27,20,40,26,SOF0808,0.0,90286152.0,0.0
Zena Sigourney Langley,ZSL0305,21,26,18,41,32,GER1997,43.0,0.0,0.0
Ann Jolie Potts,AJP0723,24,29,17,12,29,HBO0413,0.0,84503613.0,0.0
Galena Deborah Francis,GDF0704,25,13,21,29,36,DKR0027,0.0,0.0,0.0
Thor Jameson Diaz,TJD0996,34,22,42,16,32,GRC0145,0.0,108439660.0,0.0
Ocean Maite Summers,OMS0101,20,12,21,22,29,BGN3820,0.0,0.0,0.0
Bevis Christopher Mcknight,BCM0653,45,34,41,18,31,AAB0398,0.0,0.0,0.0
Brett Damian Beck,BDB0453,41,42,27,41,26,SAL2493,0.0,0.0,0.0
Nash Conan Knight,NCK0421,40,41,18,43,24,LQW0555,0.0,0.0,0.0
Lunea Priscilla Hardy,LPH0572,40,13,17,38,36,VTT0385,0.0,88847422.0,0.0
Meredith Florence Valdez,MFV0897,18,13,23,25,33,IMP0530,0.0,30515429.0,0.0
Myles August Heath,MAH0149,41,39,38,27,40,RCF0054,0.0,0.0,367.0
Ella Cassandra Rivera,ECR0822,16,19,17,23,29,TAN2642,0.0,0.0,0.0
Preston Odysseus Bryan,POB0343,46,19,44,27,34,AVM0947,0.0,10293620.0,0.0
Iris Rhea Terrell,IRT0491,17,30,27,41,32,NAF0033,0.0,141547473.0,0.0
Halla Kendall Irwin,HKI0171,31,17,30,45,27,EDB0714,0.0,7996565.0,0.0
Deanna Imelda Blanchard,DIB0285,13,45,17,50,29,MRC2160,0.0,0.0,0.0
Imani Aubrey Ray,IAR0694,12,17,44,40,34,SJG1194,0.0,0.0,0.0
Cora Maisie Mclean,CMM0487,39,22,42,40,30,GMH2027,0.0,0.0,0.0
Leslie Cassandra Colon,LCC0819,32,14,11,15,27,JDB3127,0.0,0.0,0.0
Armand Gabriel Brewer,AGB0643,32,39,20,44,27,AED1421,52.0,0.0,3068.0
Portia Illana David,PID0426,43,19,39,44,23,QIT3029,0.0,0.0,0.0
Hadley Leandra May,HLM0933,36,24,23,43,30,MDH0686,0.0,120170384.0,0.0
Keaton Ronan Leonard,KRL0062,37,16,17,20,33,DCM3288,0.0,0.0,0.0
Meghan Phoebe Macias,MPM0220,35,20,42,22,20,LLV0602,0.0,152229006.0,0.0
Jonah Dakota Bird,JDB0169,20,14,23,48,33,SAB1954,80.0,0.0,161.0
Amal Alexander Shelton,AAS0442,36,43,22,22,31,KKS3790,0.0,0.0,0.0
Zorita Jaime Spears,ZJS0269,30,34,16,35,27,LJT0817,0.0,90972269.0,0.0
Cleo Jeanette Morales,CJM0521,13,18,37,18,24,MCF0600,0.0,7130837.0,0.0
Morgan Deborah Hoover,MDH0580,41,37,18,40,31,KOE0908,0.0,0.0,0.0
Jackson Rafael Sutton,JRS0362,50,50,14,37,24,EKH0934,0.0,0.0,0.0
Wynne Xyla Hartman,WXH0872,17,20,19,21,25,LNR0656,0.0,30530908.0,0.0
Montana Hannah Arnold,MHA0798,11,27,17,22,40,VTK2978,61.0,0.0,710.0
Jane Zia Day,JZD0888,20,20,30,14,30,NNB3989,0.0,0.0,0.0
Hedwig Dai Duffy,HDD0806,47,28,36,19,38,VAB1526,93.0,0.0,375.0
Bruce Sawyer Barrera,BSB0990,34,44,13,43,37,TTL3088,15.0,0.0,137.0
Amy Lucy Chen,ALC0788,34,18,15,36,35,UIM2818,0.0,0.0,0.0
Jonas Connor Riddle,JCR0921,47,46,31,40,34,EBD2562,0.0,0.0,391.0
Rogan Reuben Alexander,RRA0938,35,36,21,38,29,DMA3455,0.0,0.0,0.0
Seth Harlan Walls,SHW0578,39,42,14,49,31,HMS2212,0.0,0.0,0.0
Gil Calvin Lindsay,GCL0016,45,32,20,24,34,ACB3123,44.0,0.0,0.0
Garrett Omar Kelly,GOK0238,33,43,27,40,33,OHM1030,0.0,0.0,0.0
Buckminster Connor Bush,BCB0679,46,36,39,31,31,ACR0748,0.0,0.0,0.0
Ivor Herrod Kaufman,IHK0841,35,23,41,28,29,MDH3639,0.0,0.0,0.0
Sawyer Arden Puckett,SAP0867,13,25,43,19,30,BDP3912,0.0,0.0,121.0
Alma Leila Duncan,ALD0529,35,21,19,21,27,NAH3759,0.0,0.0,0.0
Kenyon Raja Galloway,KRG0158,34,38,42,14,27,TSR0676,0.0,91761151.0,0.0
Teegan Jillian Burris,TJB0302,42,47,24,40,29,SRS0231,0.0,89475122.0,0.0
Ivan Levi Craig,ILC0838,40,36,42,16,33,LRT0447,0.0,0.0,0.0
Renee Ivana Hayden,RIH0777,26,44,19,16,27,DKB0631,0.0,30230361.0,0.0
Hermione Casey Witt,HCW0419,40,21,35,34,35,SEN0534,0.0,0.0,0.0
Demetrius Alvin Levy,DAL0673,39,35,46,41,36,EGD0132,0.0,5618441.0,0.0
Roth Mannix Simon,RMS0266,33,40,25,23,37,FCM2190,0.0,0.0,357.0
Kibo Dolan Turner,KDT0346,36,41,10,22,33,KDA1452,0.0,0.0,0.0
Kay Alexa Logan,KAL0395,13,24,22,28,29,JHH3462,0.0,0.0,0.0
Abdul Ralph Deleon,ARD0509,50,40,35,32,32,IMP0530,0.0,30515429.0,0.0
Blair Todd Long,BTL0722,39,41,36,17,49,EMC3609,0.0,0.0,0.0
Whilemina Pandora England,WPE0538,21,16,23,22,35,ADM1894,0.0,0.0,0.0
Candice Lunea Fischer,CLF0852,36,45,28,18,26,OMM0944,0.0,10435537.0,0.0
Honorato Joseph Adkins,HJA0018,39,43,47,37,32,DAD1785,0.0,0.0,18.0
Mariko Ivana Mckee,MIM0712,16,15,39,23,22,LDG0459,0.0,9941829.0,0.0
Casey Edward Joyce,CEJ0109,21,46,17,17,32,UKC0543,0.0,0.0,2827.0
Jeanette Cally Whitfield,JCW0858,14,35,22,41,39,DHS2419,57.0,0.0,0.0
Daria Felicia Rowland,DFR0218,45,14,22,37,27,DXM2433,883.0,0.0,0.0
Byron Armand Livingston,BAL0044,14,41,26,44,30,DWD2621,0.0,0.0,692.0
Ashely Sarah Shields,ASS0206,12,18,20,28,30,THG3271,0.0,0.0,0.0
Isaiah Upton Buchanan,IUB0565,44,39,35,22,30,MMJ0070,0.0,0.0,0.0
Alec Scott Goff,ASG0048,41,36,19,24,37,JJH0613,0.0,151369972.0,0.0
Tyler Eden Talley,TET0621,30,37,44,32,27,CSW3811,0.0,0.0,0.0
Alexander Rafael Arnold,ARA0252,39,39,27,21,35,GJO3614,0.0,0.0,0.0
Axel Malik Rosa,AMR0318,45,50,17,25,21,HCB1643,0.0,0.0,0.0
William Trevor Fuentes,WTF0387,40,23,40,25,24,TAM3048,1151.0,0.0,0.0
Akeem Jerry Lopez,AJL0462,16,24,44,31,28,ZDC3269,52.0,0.0,0.0
Skyler Deborah Frazier,SDF0017,11,40,39,18,30,DHB2364,0.0,0.0,0.0
Raven Deirdre Morrison,RDM0150,39,15,37,26,30,SIR3201,0.0,0.0,0.0
Hiroko Kiona Faulkner,HKF0831,23,42,49,21,24,ELC1833,0.0,0.0,0.0
Dustin Gage Franco,DGF0443,39,44,18,28,33,XHG0902,0.0,30653431.0,0.0
Cora Aurora Buckner,CAB0614,17,38,22,12,34,TPM0234,0.0,0.0,0.0
Devin Brett Guzman,DBG0261,45,47,17,36,28,GDF3524,0.0,0.0,0.0
Zeph Dakota Wilkerson,ZDW0859,39,45,26,41,32,DHL2219,0.0,0.0,1067.0
Ulric Colt Holt,UCH0519,33,40,20,47,28,MBJ0312,0.0,151705204.0,0.0
Caesar Allen Cash,CAC0889,46,49,32,41,27,BKC2698,0.0,0.0,0.0
Ezra Hilel Dyer,EHD0584,38,40,42,43,22,IAA3012,0.0,0.0,0.0
Oscar Laith Berger,OLB0749,43,35,20,39,36,RNP0211,0.0,140471544.0,0.0
Brock William Hunter,BWH0813,36,36,33,20,30,JJJ1267,0.0,0.0,0.0
Dorothy Marny Goff,DMG0358,19,39,14,25,29,HMW0713,0.0,9860566.0,0.0
Magee Ashton Evans,MAE0331,36,39,18,12,28,VAR3559,0.0,0.0,0.0
Ainsley MacKensie Doyle,AMD0077,23,19,12,25,25,SMH2222,0.0,0.0,0.0
Xanthus Louis Buck,XLB0710,46,38,39,36,20,FDT0213,0.0,0.0,0.0
Deirdre Amaya Garcia,DAG0558,20,16,37,25,26,XWD0923,0.0,73693316.0,0.0
Whilemina Liberty Velez,WLV0566,10,19,38,24,39,HBO0413,0.0,84503613.0,0.0
Eugenia Hannah Blanchard,EHB0824,46,39,22,44,31,NCE0097,0.0,91271246.0,0.0
Fuller Baker Warner,FBW0747,43,45,35,25,28,DAB0166,0.0,0.0,0.0
Stuart Nicolas Cervantes,SNC0187,40,41,42,30,27,VWV1249,0.0,0.0,0.0
Ira Brendan Ball,IBB0359,48,33,21,43,38,KNM0423,0.0,0.0,0.0
Ramona Alma Moses,RAM0447,35,12,23,45,39,AEG1121,0.0,0.0,0.0
Alden Jesse Day,AJD0074,19,37,45,22,34,SJD3032,0.0,0.0,0.0
Megan Simone Hess,MSH0040,41,11,44,27,31,MSR3709,0.0,0.0,0.0
Quyn Jolie Rosario,QJR0688,19,18,22,26,35,MNB2570,0.0,0.0,0.0
Hilel Tobias Flynn,HTF0641,38,24,18,22,28,HWV1621,0.0,0.0,0.0
Rosalyn Daphne Tillman,RDT0424,38,44,19,34,28,SGB0140,0.0,9906070.0,0.0
Xenos Rudyard Small,XRS0633,34,39,39,40,23,GUC0473,0.0,0.0,0.0
Risa Lana Guthrie,RLG0856,18,36,42,18,26,YSC1691,0.0,0.0,0.0
Meredith Lunea Delaney,MLD0755,24,18,19,43,37,DJS1271,0.0,0.0,0.0
Mariko Olga Snyder,MOS0047,49,39,24,34,23,SDF3082,0.0,0.0,0.0
Emerson Tyrone Rojas,ETR0177,18,15,41,26,39,KWE0082,0.0,91146801.0,0.0
Ruth Yael Burris,RYB0718,19,18,42,13,21,PPT3162,0.0,0.0,0.0
August Armando Evans,AAE0190,36,30,14,50,29,LLS0222,0.0,0.0,0.0
Nicolas Alvin Fitzpatrick,NAF0033,34,40,19,35,29,DWD2621,0.0,0.0,692.0
Deborah Victoria Mcclure,DVM0265,47,40,10,24,31,GLR3888,0.0,0.0,0.0
Jolene Frances Carey,JFC0757,31,21,38,36,38,BXR3536,0.0,0.0,0.0
Azalia Orli Beach,AOB0019,11,17,13,24,28,CLE3098,0.0,0.0,0.0
Anika Isabella Pennington,AIP0394,17,16,38,14,26,TCB0550,0.0,0.0,368.0
Jin Jonathan Buckley,JJB0127,26,21,38,30,32,TNV3213,0.0,0.0,0.0
Mallory Carol Spence,MCS0035,42,17,38,15,33,PJP2632,0.0,0.0,0.0
Alec Boris Chase,ABC0253,21,15,41,30,28,CNM0800,0.0,88611163.0,0.0
Tasha Quail Sanchez,TQS0212,14,42,45,20,27,JGR2327,0.0,0.0,0.0
Roanna Sacha Monroe,RSM0277,37,38,20,50,22,ROB0272,0.0,89744122.0,0.0
Jeanette Eliana Rivera,JER0404,38,46,18,16,30,MTB0620,0.0,150839303.0,0.0
Chastity Ima Gibson,CIG0052,17,45,17,16,24,GKH1634,0.0,0.0,0.0
Igor Ishmael Ward,IIW0249,39,36,43,38,28,MDG3281,0.0,0.0,0.0
Hector Vance Foster,HVF0067,44,35,22,43,41,RHL0992,0.0,47013802.0,0.0
Hayes William Wheeler,HWW0436,45,37,23,27,33,WMR2625,0.0,0.0,0.0
